opeid,name,state,subsidized_recipients,subsidized_loans_originated_nb,subsidized_loans_originated_usd,subsidized_disbursements_nb,subsidized_disbursements_usd,unsubsidized_undergraduate_recipients,unsubsidized_undergraduate_loans_originated_nb,unsubsidized_undergraduate_loans_originated_usd,unsubsidized_undergraduate_disbursements_nb,unsubsidized_undergraduate_disbursements_usd,unsubsidized_graduate_recipients,unsubsidized_graduate_loans_originated_nb,unsubsidized_graduate_loans_originated_usd,unsubsidized_graduate_disbursements_nb,unsubsidized_graduate_disbursements_usd,parent_plus_recipients,parent_plus_loans_originated_nb,parent_plus_loans_originated_usd,parent_plus_disbursements_nb,parent_plus_disbursements_usd,graduate_plus_recipients,graduate_plus_loans_originated_nb,graduate_plus_loans_originated_usd,graduate_plus_disbursements_nb,graduate_plus_disbursements_usd
3688,JOHNSON STATE COLLEGE,VT,1090,1235," $4,412,576.00 ",2070," $4,406,230.00 ",1122,1309," $4,778,724.00 ",2257," $4,763,167.00 ",126,168," $1,820,752.00 ",270," $1,816,381.00 ",145,157," $1,373,704.00 ",272," $1,365,919.00 ",5,5," $44,405.00 ",9," $44,405.00 "
3689,LYNDON STATE COLLEGE,VT,1006,1084," $3,943,058.00 ",1867," $3,858,328.00 ",1067,1232," $3,779,380.00 ",2157," $3,711,939.00 ",7,8," $48,680.00 ",9," $40,767.00 ",211,243," $2,396,562.00 ",375," $2,345,316.00 ", - , - , $- ,0, $- 
3690,MARLBORO COLLEGE,VT,169,198," $737,206.00 ",359," $730,056.00 ",174,200," $581,588.00 ",373," $573,154.00 ",60,83," $909,278.00 ",156," $872,511.00 ",41,49," $619,652.00 ",89," $605,136.00 ",8,12," $123,224.00 ",32," $123,224.00 "
3691,MIDDLEBURY COLLEGE,VT,434,557," $1,441,048.00 ",926," $1,435,483.00 ",448,488," $1,921,827.00 ",885," $1,911,676.00 ",572,732," $10,044,183.00 ",1024," $9,969,426.00 ",121,145," $3,197,029.00 ",233," $3,146,615.00 ",321,555," $5,335,160.00 ",775," $5,275,915.00 "
3692,NORWICH UNIVERSITY,VT,1400,1431," $5,764,465.00 ",2648," $5,741,084.00 ",1436,1509," $5,106,535.00 ",2798," $5,071,499.00 ",724,807," $9,712,949.00 ",1131," $9,580,678.00 ",581,598," $8,544,571.00 ",1097," $8,406,978.00 ",38,39," $296,444.00 ",68," $294,892.00 "
3693,SOUTHERN VERMONT COLLEGE,VT,415,473," $1,645,360.00 ",886," $1,625,463.00 ",434,466," $1,717,653.00 ",861," $1,688,456.00 ", - , - , $- ,0, $- ,76,88," $1,071,569.00 ",166," $1,057,007.00 ", - , - , $- ,0, $- 
3694,SAINT MICHAEL'S COLLEGE,VT,994,999," $4,219,869.00 ",1908," $4,195,347.00 ",1239,1283," $4,462,640.00 ",2435," $4,420,225.00 ",84,117," $1,114,097.00 ",157," $1,108,098.00 ",261,287," $4,599,415.00 ",507," $4,514,662.00 ",12,18," $85,688.00 ",25," $85,688.00 "
3696,UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE,VT,4558,4729," $19,228,700.00 ",8676," $19,185,623.00 ",4663,5024," $15,474,192.00 ",9231," $15,354,011.00 ",839,991," $18,879,742.00 ",1716," $18,771,153.00 ",2002,2149," $37,546,084.00 ",3848," $37,162,887.00 ",361,442," $6,110,964.00 ",741," $6,070,722.00 "
3697,VERMONT COLLEGE OF FINE ARTS,VT, - , - , $- ,0, $- , - , - , $- ,0, $- ,214,235," $3,798,002.00 ",401," $3,731,207.00 ", - , - , $- ,0, $- ,26,29," $322,835.00 ",42," $322,835.00 "
3698,VERMONT TECHNICAL COLLEGE,VT,1002,1003," $3,749,959.00 ",2001," $3,740,189.00 ",1026,1108," $4,363,859.00 ",2174," $4,337,935.00 ",6,6," $36,500.00 ",14," $35,976.00 ",183,207," $1,951,154.00 ",367," $1,940,093.00 ", - , - , $- ,0, $- 
8575,SALON PROFESSIONAL ACADEMY (THE),VT,76,98," $282,845.00 ",189," $282,845.00 ",78,99," $327,599.00 ",188," $327,518.00 ", - , - , $- ,0, $- ,5,5," $26,068.00 ",11," $25,819.00 ", - , - , $- ,0, $- 
8658,O'BRIENS AVEDA INSTITUTE,VT,64,72," $212,586.00 ",122," $209,888.00 ",60,68," $210,284.00 ",114," $207,284.00 ", - , - , $- ,0, $- ,3,3," $14,221.00 ",3," $14,095.00 ", - , - , $- ,0, $- 
8860,SIT,VT, - , - , $- ,0, $- ,1,1," $11,500.00 ",2," $11,500.00 ",274,343," $4,936,481.00 ",590," $4,879,483.00 ", - , - , $- ,0, $- ,133,176," $2,201,318.00 ",299," $2,197,342.00 "
11167,COMMUNITY COLLEGE OF VERMONT,VT,2085,2890," $5,649,205.00 ",5123," $5,419,474.00 ",1454,1886," $4,350,911.00 ",3334," $4,105,436.00 ", - , - , $- ,0, $- ,8,11," $49,192.00 ",19," $49,192.00 ", - , - , $- ,0, $- 
11934,VERMONT LAW SCHOOL,VT, - , - , $- ,0, $- ,2,3," $12,504.00 ",3," $12,504.00 ",515,672," $11,047,541.00 ",1349," $10,999,341.00 ", - , - , $- ,0, $- ,405,958," $14,715,308.00 ",1481," $14,704,999.00 "
12183,BURLINGTON COLLEGE,VT,155,198," $708,897.00 ",319," $708,873.00 ",159,185," $667,397.00 ",310," $664,211.00 ",11,18," $207,194.00 ",26," $207,194.00 ",36,47," $436,366.00 ",71," $432,275.00 ", - , - , $- ,0, $- 
21435,STERLING COLLEGE,VT,71,108," $369,478.00 ",211," $353,124.00 ",36,61," $143,368.00 ",118," $139,495.00 ", - , - , $- ,0, $- ,16,28," $159,377.00 ",55," $146,890.00 ", - , - , $- ,0, $- 
22540,NEW ENGLAND CULINARY INSTITUTE,VT,322,408," $1,426,118.00 ",926," $1,408,004.00 ",344,463," $1,533,866.00 ",1061," $1,505,818.00 ", - , - , $- ,0, $- ,53,73," $838,016.00 ",164," $829,352.00 ", - , - , $- ,0, $- 
25326,LANDMARK COLLEGE,VT,216,222," $734,770.00 ",366," $731,270.00 ",199,207," $579,590.00 ",342," $576,576.00 ", - , - , $- ,0, $- ,115,117," $2,999,461.00 ",194," $2,902,751.00 ", - , - , $- ,0, $- 
41469,ADVANCED WELDING INSTITUTE,VT,42,42," $130,448.00 ",83," $130,398.00 ",42,42," $151,577.00 ",82," $151,527.00 ", - , - , $- ,0, $- ,7,7," $108,010.00 ",14," $105,406.00 ", - , - , $- ,0, $- 
3769,BELLEVUE COLLEGE,WA,1256,1466," $4,615,477.00 ",3233," $4,108,609.00 ",1226,1433," $6,690,114.00 ",3207," $5,887,354.00 ", - , - , $- ,0, $- ,9,9," $76,888.00 ",20," $64,211.00 ", - , - , $- ,0, $- 
3770,BIG BEND COMMUNITY COLLEGE,WA,592,607," $1,680,578.00 ",1304," $1,681,254.00 ",436,446," $1,422,779.00 ",1016," $1,419,861.00 ",1,1," $1,680.00 ",2," $1,680.00 ",17,17," $264,182.00 ",45," $262,413.00 ", - , - , $- ,0, $- 
3771,CENTRAL WASHINGTON UNIVERSITY,WA,5413,6007," $22,398,970.00 ",14333," $22,360,860.00 ",5375,6480," $22,854,918.00 ",15456," $22,708,778.00 ",341,400," $4,668,128.00 ",909," $4,642,829.00 ",1638,2002," $18,963,543.00 ",4802," $18,536,660.00 ",89,118," $477,133.00 ",231," $471,275.00 "
3773,CLARK COLLEGE,WA,4125,4382," $10,063,436.00 ",9717," $10,044,786.00 ",3515,3707," $12,678,004.00 ",8235," $12,629,227.00 ", - , - , $- ,0, $- ,9,9," $32,631.00 ",18," $32,631.00 ", - , - , $- ,0, $- 
3774,COLUMBIA BASIN COLLEGE,WA,762,815," $2,332,704.00 ",1704," $2,328,403.00 ",689,737," $2,495,394.00 ",1610," $2,472,070.00 ", - , - , $- ,0, $- ,5,5," $38,376.00 ",14," $37,985.00 ", - , - , $- ,0, $- 
3775,EASTERN WASHINGTON UNIVERSITY,WA,5717,6383," $23,142,101.00 ",15466," $23,078,219.00 ",5285,6449," $22,178,334.00 ",15391," $22,075,393.00 ",877,1001," $14,084,767.00 ",2520," $13,963,359.00 ",1033,1170," $10,329,077.00 ",2981," $10,098,739.00 ",116,169," $919,123.00 ",296," $909,095.00 "
3776,EVERETT COMMUNITY COLLEGE,WA,1086,1146," $3,227,419.00 ",2577," $2,983,234.00 ",963,1016," $3,667,175.00 ",2321," $3,328,539.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
3777,HERITAGE UNIVERSITY,WA,743,756," $2,932,018.00 ",1326," $2,926,340.00 ",674,690," $3,456,095.00 ",1194," $3,451,525.00 ",194,205," $3,116,317.00 ",404," $3,079,931.00 ",6,6," $46,399.00 ",11," $46,149.00 ",12,12," $155,361.00 ",24," $155,361.00 "
3778,GONZAGA UNIVERSITY,WA,1946,2013," $8,602,649.00 ",3785," $8,591,734.00 ",2225,2256," $8,799,634.00 ",4284," $8,719,205.00 ",1909,1952," $31,319,919.00 ",3865," $30,970,027.00 ",416,430," $7,853,549.00 ",841," $7,708,885.00 ",516,532," $10,940,942.00 ",1167," $10,876,455.00 "
3779,GRAYS HARBOR COLLEGE,WA,386,420," $1,176,162.00 ",900," $1,176,162.00 ",312,345," $984,810.00 ",757," $982,543.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
3780,GREEN RIVER COMMUNITY COLLEGE,WA,1436,1571," $3,711,365.00 ",3385," $3,701,464.00 ",1314,1455," $4,572,237.00 ",3179," $4,540,976.00 ", - , - , $- ,0, $- ,3,3," $7,839.00 ",3," $7,839.00 ", - , - , $- ,0, $- 
3781,HIGHLINE COLLEGE,WA,757,767," $2,255,620.00 ",1607," $2,178,665.00 ",622,631," $2,089,837.00 ",1414," $1,997,596.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
3782,LOWER COLUMBIA COLLEGE,WA,1252,1284," $3,767,240.00 ",3151," $3,277,824.00 ",1132,1161," $4,818,955.00 ",2850," $4,106,103.00 ", - , - , $- ,0, $- ,3,3," $17,849.00 ",9," $16,994.00 ", - , - , $- ,0, $- 
3783,NORTHWEST UNIVERSITY,WA,844,891," $3,494,911.00 ",1507," $3,488,435.00 ",850,929," $3,695,065.00 ",1575," $3,676,086.00 ",154,165," $2,549,299.00 ",395," $2,519,555.00 ",100,117," $1,117,348.00 ",185," $1,105,927.00 ",19,22," $177,788.00 ",51," $167,239.00 "
3784,OLYMPIC COLLEGE,WA,1308,1357," $4,145,429.00 ",3292," $4,069,774.00 ",1272,1327," $4,852,954.00 ",3219," $4,727,528.00 ", - , - , $- ,0, $- ,4,4," $13,692.00 ",9," $13,592.00 ", - , - , $- ,0, $- 
3785,PACIFIC LUTHERAN UNIVERSITY,WA,1760,1898," $7,775,631.00 ",3463," $7,753,067.00 ",1762,2018," $6,661,083.00 ",3699," $6,608,073.00 ",203,233," $3,731,654.00 ",525," $3,715,877.00 ",595,622," $8,566,644.00 ",1114," $8,444,773.00 ",88,97," $1,345,981.00 ",232," $1,341,476.00 "
3786,PENINSULA COLLEGE,WA,905,915," $2,662,255.00 ",2224," $2,409,209.00 ",797,805," $3,299,727.00 ",1946," $2,909,091.00 ", - , - , $- ,0, $- ,2,2," $23,825.00 ",6," $23,825.00 ", - , - , $- ,0, $- 
3787,SEATTLE CENTRAL COMMUNITY COLLEGE,WA,51,51," $148,636.00 ",87," $143,219.00 ",15,15," $17,188.00 ",25," $16,026.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
3788,SEATTLE PACIFIC UNIVERSITY,WA,1984,2099," $9,144,646.00 ",5702," $8,763,446.00 ",1999,2138," $7,652,910.00 ",5824," $7,163,042.00 ",420,549," $10,418,090.00 ",1685," $9,575,434.00 ",517,543," $8,401,028.00 ",1528," $7,448,935.00 ",91,119," $1,989,440.00 ",401," $1,866,692.00 "
3790,SEATTLE UNIVERSITY,WA,2268,2346," $10,139,608.00 ",6348," $10,094,921.00 ",2465,2656," $8,911,164.00 ",7120," $8,807,145.00 ",1577,1945," $30,008,514.00 ",4575," $29,534,465.00 ",436,479," $9,135,628.00 ",1249," $8,960,641.00 ",800,1353," $22,183,375.00 ",2442," $22,082,206.00 "
3791,SHORELINE COMMUNITY COLLEGE,WA,997,1156," $3,433,141.00 ",2515," $3,136,164.00 ",805,933," $3,712,069.00 ",2065," $3,309,060.00 ", - , - , $- ,0, $- ,6,6," $39,378.00 ",15," $35,238.00 ", - , - , $- ,0, $- 
3792,SKAGIT VALLEY COLLEGE,WA,548,566," $1,792,694.00 ",1436," $1,708,169.00 ",566,586," $2,349,538.00 ",1480," $2,188,845.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
3793,SPOKANE COMMUNITY COLLEGE,WA,3856,4075," $11,441,858.00 ",9765," $11,414,911.00 ",2868,3030," $10,807,216.00 ",7390," $10,765,642.00 ", - , - , $- ,0, $- ,14,15," $107,833.00 ",38," $106,149.00 ", - , - , $- ,0, $- 
3794,SAINT MARTIN'S UNIVERSITY,WA,727,907," $3,497,671.00 ",1622," $3,491,678.00 ",761,952," $3,332,335.00 ",1753," $3,318,677.00 ",181,233," $3,514,265.00 ",450," $3,465,598.00 ",100,114," $1,413,810.00 ",210," $1,388,315.00 ",14,16," $186,964.00 ",32," $186,964.00 "
3796,TACOMA COMMUNITY COLLEGE,WA,2617,2739," $7,105,161.00 ",6478," $7,056,653.00 ",2395,2504," $9,127,853.00 ",5895," $9,007,794.00 ", - , - , $- ,0, $- ,4,4," $19,134.00 ",10," $18,978.00 ", - , - , $- ,0, $- 
3797,UNIVERSITY OF PUGET SOUND,WA,1198,1259," $5,319,400.00 ",2374," $5,301,850.00 ",1160,1293," $3,911,288.00 ",2417," $3,868,839.00 ",183,255," $4,175,222.00 ",488," $4,139,394.00 ",310,370," $6,652,072.00 ",634," $6,539,142.00 ",104,145," $1,845,605.00 ",237," $1,841,322.00 "
3798,UNIVERSITY OF WASHINGTON - SEATTLE,WA,10491,11985," $49,222,079.00 ",33256," $48,994,295.00 ",8677,9702," $34,692,585.00 ",25912," $34,328,364.00 ",5071,5900," $119,681,450.00 ",18144," $118,124,726.00 ",1985,2272," $34,877,018.00 ",6053," $33,458,276.00 ",2500,4279," $43,094,673.00 ",9662," $42,606,673.00 "
3799,WALLA WALLA UNIVERSITY,WA,916,1101," $3,840,442.00 ",2673," $3,833,652.00 ",1012,1175," $4,054,179.00 ",2885," $4,030,639.00 ",231,359," $4,600,211.00 ",661," $4,579,641.00 ",115,145," $1,537,522.00 ",330," $1,525,076.00 ",64,115," $1,011,038.00 ",207," $1,011,022.00 "
3800,WASHINGTON STATE UNIVERSITY,WA,10625,11527," $44,699,226.00 ",19457," $43,839,359.00 ",10159,11772," $42,639,797.00 ",19947," $41,560,965.00 ",1703,2149," $36,682,730.00 ",3602," $36,050,388.00 ",2711,3146," $38,540,034.00 ",5379," $37,451,069.00 ",505,700," $4,226,931.00 ",1047," $4,126,920.00 "
3801,WENATCHEE VALLEY COLLEGE,WA,1117,1248," $3,426,088.00 ",2946," $3,310,038.00 ",919,1006," $3,742,322.00 ",2492," $3,495,013.00 ", - , - , $- ,0, $- ,9,9," $99,041.00 ",25," $88,937.00 ", - , - , $- ,0, $- 
3802,WESTERN WASHINGTON UNIVERSITY,WA,5435,5821," $22,360,311.00 ",14645," $22,262,007.00 ",5307,5960," $20,474,063.00 ",14810," $20,256,666.00 ",339,441," $4,548,796.00 ",953," $4,491,469.00 ",1864,2027," $22,655,237.00 ",5276," $21,781,258.00 ",49,59," $223,096.00 ",114," $220,878.00 "
3803,WHITMAN COLLEGE,WA,491,493," $2,030,390.00 ",939," $2,025,567.00 ",241,241," $794,417.00 ",446," $776,401.00 ", - , - , $- ,0, $- ,71,81," $1,433,890.00 ",143," $1,402,456.00 ", - , - , $- ,0, $- 
3804,WHITWORTH UNIVERSITY,WA,1528,1660," $6,603,208.00 ",3157," $6,584,375.00 ",1601,1684," $5,979,044.00 ",3192," $5,940,260.00 ",181,211," $2,805,973.00 ",418," $2,763,717.00 ",312,335," $4,957,369.00 ",623," $4,821,080.00 ",5,5," $15,569.00 ",6," $15,569.00 "
3805,YAKIMA VALLEY COMMUNITY COLLEGE,WA,1289,1291," $4,084,451.00 ",2910," $4,051,865.00 ",972,975," $3,429,895.00 ",2261," $3,379,718.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
4999,BELLINGHAM TECHNICAL COLLEGE,WA,909,913," $2,403,113.00 ",2148," $2,391,700.00 ",850,853," $3,323,093.00 ",1980," $3,305,143.00 ", - , - , $- ,0, $- ,1,1," $4,000.00 ",1," $4,000.00 ", - , - , $- ,0, $- 
5000,PIERCE COLLEGE,WA,1607,1919," $5,462,738.00 ",4373," $5,415,601.00 ",1444,1717," $6,116,499.00 ",4005," $6,024,167.00 ", - , - , $- ,0, $- ,11,11," $66,777.00 ",28," $66,231.00 ", - , - , $- ,0, $- 
5001,EDMONDS COMMUNITY COLLEGE,WA,1309,1320," $3,697,974.00 ",2926," $3,691,673.00 ",1163,1170," $3,952,591.00 ",2641," $3,943,807.00 ",1,1, $109.00 ,1, $109.00 , - , - , $- ,0, $- , - , - , $- ,0, $- 
5006,WALLA WALLA COMMUNITY COLLEGE,WA,1114,1144," $3,483,927.00 ",2855," $3,482,563.00 ",1015,1041," $3,718,380.00 ",2606," $3,715,891.00 ", - , - , $- ,0, $- ,9,9," $81,763.00 ",20," $81,761.00 ", - , - , $- ,0, $- 
5306,BATES TECHNICAL COLLEGE,WA,525,580," $1,131,548.00 ",1335," $1,128,268.00 ",467,507," $1,300,515.00 ",1172," $1,294,318.00 ", - , - , $- ,0, $- ,18,19," $95,136.00 ",53," $95,032.00 ", - , - , $- ,0, $- 
5372,SOUTH PUGET SOUND COMMUNITY COLLEGE,WA,763,823," $2,150,188.00 ",1790," $2,139,055.00 ",652,699," $2,078,863.00 ",1530," $2,067,102.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
5373,LAKE WASHINGTON INSTITUTE OF TECHNOLOGY,WA,1009,1061," $2,994,399.00 ",2314," $2,991,834.00 ",912,953," $3,599,784.00 ",2148," $3,578,114.00 ", - , - , $- ,0, $- ,2,2," $7,795.00 ",4," $7,795.00 ", - , - , $- ,0, $- 
5752,CLOVER PARK TECHNICAL COLLEGE,WA,1579,1586," $4,790,750.00 ",3666," $4,025,775.00 ",1606,1612," $7,072,418.00 ",3673," $5,774,687.00 ", - , - , $- ,0, $- ,6,6," $35,784.00 ",14," $35,368.00 ", - , - , $- ,0, $- 
8155,EVERGREEN STATE COLLEGE (THE),WA,2249,2447," $9,555,500.00 ",5762," $9,373,658.00 ",1822,2014," $7,920,895.00 ",4592," $7,758,595.00 ",203,241," $3,272,034.00 ",589," $3,219,773.00 ",287,327," $4,076,831.00 ",773," $3,937,280.00 ",22,28," $139,171.00 ",41," $138,945.00 "
9387,PERRY TECHNICAL INSTITUTE,WA,837,1521," $3,650,055.00 ",2462," $3,648,889.00 ",815,1603," $4,019,756.00 ",2579," $4,014,102.00 ", - , - , $- ,0, $- ,73,106," $501,486.00 ",199," $498,007.00 ", - , - , $- ,0, $- 
9544,SPOKANE FALLS COMMUNITY COLLEGE,WA,2266,2417," $6,731,243.00 ",5153," $6,692,505.00 ",1486,1584," $5,371,708.00 ",3418," $5,321,636.00 ", - , - , $- ,0, $- ,7,8," $54,757.00 ",16," $54,757.00 ", - , - , $- ,0, $- 
9739,GLEN DOW ACADEMY OF HAIR DESIGN & SALONS,WA,204,239," $490,803.00 ",455," $442,828.00 ",196,232," $662,552.00 ",443," $589,409.00 ", - , - , $- ,0, $- ,12,12," $56,226.00 ",23," $53,325.00 ", - , - , $- ,0, $- 
10364,WHATCOM COMMUNITY COLLEGE,WA,1063,1063," $3,403,026.00 ",2639," $3,040,479.00 ",863,863," $3,469,146.00 ",2188," $3,007,609.00 ", - , - , $- ,0, $- ,13,13," $133,352.00 ",30," $116,294.00 ", - , - , $- ,0, $- 
10434,RENTON TECHNICAL COLLEGE,WA,492,507," $1,265,102.00 ",1188," $1,263,365.00 ",443,456," $1,472,354.00 ",1067," $1,456,679.00 ", - , - , $- ,0, $- ,2,2," $10,582.00 ",4," $10,582.00 ", - , - , $- ,0, $- 
11481,DIVERS INSTITUTE OF TECHNOLOGY,WA,207,207," $709,834.00 ",406," $701,308.00 ",194,212," $989,715.00 ",415," $960,292.00 ", - , - , $- ,0, $- ,26,26," $593,345.00 ",51," $572,954.00 ", - , - , $- ,0, $- 
12315,CORNISH COLLEGE OF THE ARTS,WA,531,581," $2,444,441.00 ",1059," $2,375,594.00 ",563,652," $2,188,470.00 ",1214," $2,129,188.00 ", - , - , $- ,0, $- ,215,250," $4,512,958.00 ",467," $4,369,495.00 ", - , - , $- ,0, $- 
12496,TONI & GUY HAIRDRESSING ACADEMY,WA,82,104," $327,151.00 ",184," $325,410.00 ",86,107," $476,632.00 ",197," $476,587.00 ", - , - , $- ,0, $- ,7,7," $60,844.00 ",10," $60,844.00 ", - , - , $- ,0, $- 
13022,CITY UNIVERSITY OF SEATTLE,WA,492,549," $1,932,853.00 ",1379," $1,928,427.00 ",498,564," $2,690,111.00 ",1372," $2,657,334.00 ",663,729," $10,298,611.00 ",1914," $10,181,466.00 ",2,2," $25,650.00 ",8," $25,650.00 ",43,48," $412,504.00 ",111," $406,882.00 "
13094,BELLINGHAM BEAUTY SCHOOL,WA,12,13," $41,710.00 ",22," $41,710.00 ",11,12," $51,120.00 ",21," $48,120.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
21053,EVERGREEN BEAUTY AND BARBER COLLEGE,WA,120,137," $394,637.00 ",254," $371,685.00 ",113,128," $482,230.00 ",213," $353,724.00 ", - , - , $- ,0, $- ,7,7," $38,030.00 ",14," $37,400.00 ", - , - , $- ,0, $- 
21067,TRINITY LUTHERAN COLLEGE,WA,122,122," $534,618.00 ",213," $508,885.00 ",126,134," $496,481.00 ",231," $456,567.00 ", - , - , $- ,0, $- ,7,7," $62,274.00 ",12," $55,356.00 ", - , - , $- ,0, $- 
21842,PAROBA COLLEGE OF COSMETOLOGY,WA,100,109," $320,470.00 ",202," $318,949.00 ",97,103," $398,852.00 ",201," $397,845.00 ", - , - , $- ,0, $- ,5,5," $20,312.00 ",7," $20,312.00 ", - , - , $- ,0, $- 
22022,STYLEMASTERS COLLEGE OF HAIR DESIGN,WA,116,134," $419,894.00 ",243," $385,644.00 ",106,122," $452,368.00 ",245," $435,281.00 ", - , - , $- ,0, $- ,2,2," $8,002.00 ",3," $8,002.00 ", - , - , $- ,0, $- 
22033,GENE JUAREZ BEAUTY SCHOOLS,WA,490,571," $1,832,454.00 ",1076," $1,738,335.00 ",478,565," $2,315,198.00 ",1061," $2,152,567.00 ", - , - , $- ,0, $- ,26,28," $207,687.00 ",51," $188,102.00 ", - , - , $- ,0, $- 
22229,INTERNATIONAL AIR & HOSPITALITY ACADEMY,WA,518,519," $1,321,099.00 ",1002," $1,306,938.00 ",503,505," $2,006,504.00 ",982," $1,982,202.00 ", - , - , $- ,0, $- ,59,60," $437,463.00 ",115," $421,607.00 ", - , - , $- ,0, $- 
22368,PROFESSIONAL BEAUTY SCHOOL,WA,32,33," $80,750.00 ",55," $80,750.00 ",19,19," $42,924.00 ",31," $42,924.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
22425,BASTYR UNIVERSITY,WA,187,218," $1,051,412.00 ",544," $1,024,876.00 ",182,218," $1,179,460.00 ",542," $1,142,403.00 ",603,746," $22,729,384.00 ",2049," $22,035,255.00 ",22,26," $559,709.00 ",65," $512,761.00 ",350,431," $8,317,127.00 ",1261," $8,265,557.00 "
22913,ART INSTITUTE OF SEATTLE (THE),WA,1244,1636," $4,884,225.00 ",3826," $4,885,400.00 ",1317,1657," $6,195,875.00 ",3926," $6,189,515.00 ", - , - , $- ,0, $- ,284,361," $5,385,709.00 ",907," $5,332,777.00 ", - , - , $- ,0, $- 
23001,EVEREST COLLEGE,WA,2043,2274," $6,098,556.00 ",4048," $5,872,367.00 ",1954,2251," $9,162,982.00 ",4028," $8,808,557.00 ", - , - , $- ,0, $- ,54,59," $521,617.00 ",112," $504,647.00 ", - , - , $- ,0, $- 
23265,INTERFACE COLLEGE,WA,96,97," $314,250.00 ",299," $266,042.00 ",94,95," $487,840.00 ",293," $409,753.00 ", - , - , $- ,0, $- ,1,1," $11,700.00 ",2," $5,850.00 ", - , - , $- ,0, $- 
23314,NORTHWEST HAIR ACADEMY,WA,100,110," $347,181.00 ",199," $324,010.00 ",96,106," $391,405.00 ",189," $354,966.00 ", - , - , $- ,0, $- ,4,4," $25,260.00 ",6," $19,755.00 ", - , - , $- ,0, $- 
25049,BEAUTY ACADEMY,WA,77,82," $243,362.00 ",142," $239,079.00 ",65,68," $255,676.00 ",123," $249,939.00 ", - , - , $- ,0, $- ,1,1," $5,050.00 ",2," $5,050.00 ", - , - , $- ,0, $- 
25419,BJ'S BEAUTY & BARBER COLLEGE,WA,72,75," $227,287.00 ",123," $203,430.00 ",43,43," $134,697.00 ",66," $119,716.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
26021,NORTHWEST COLLEGE OF ART & DESIGN,WA,64,91," $393,756.00 ",174," $389,274.00 ",66,94," $423,590.00 ",178," $416,585.00 ", - , - , $- ,0, $- ,11,13," $140,431.00 ",25," $140,431.00 ", - , - , $- ,0, $- 
26062,EVEREST COLLEGE,WA,1284,1426," $3,850,286.00 ",2458," $3,709,009.00 ",1228,1388," $6,102,375.00 ",2416," $5,879,564.00 ", - , - , $- ,0, $- ,67,72," $569,546.00 ",133," $537,001.00 ", - , - , $- ,0, $- 
26175,EVEREST COLLEGE,WA,1339,1507," $4,116,912.00 ",2640," $3,935,499.00 ",1276,1462," $6,423,349.00 ",2585," $6,185,554.00 ", - , - , $- ,0, $- ,43,48," $383,177.00 ",88," $370,725.00 ", - , - , $- ,0, $- 
30650,LUCAS MARC ACADEMY,WA,111,136," $405,627.00 ",242," $380,063.00 ",53,65," $165,834.00 ",119," $156,958.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
30718,ITT TECHNICAL INSTITUTE,WA,1030,1438," $3,842,337.00 ",3311," $3,816,667.00 ",1006,1359," $5,089,696.00 ",3145," $5,052,999.00 ", - , - , $- ,0, $- ,54,79," $450,959.00 ",179," $438,368.00 ", - , - , $- ,0, $- 
30990,CORTIVA INSTITUTE - SEATTLE,WA,271,292," $687,211.00 ",487," $651,938.00 ",252,275," $1,094,818.00 ",471," $1,029,984.00 ", - , - , $- ,0, $- ,21,23," $177,671.00 ",38," $159,429.00 ", - , - , $- ,0, $- 
31108,BAKKE GRADUATE UNIVERSITY,WA, - , - , $- ,0, $- , - , - , $- ,0, $- ,13,18," $172,989.00 ",30," $136,981.00 ", - , - , $- ,0, $- ,1,1," $3,588.00 ",2," $3,588.00 "
32803,SEATTLE INSTITUTE OF ORIENTAL MEDICINE,WA, - , - , $- ,0, $- , - , - , $- ,0, $- ,20,20," $392,170.00 ",57," $378,209.00 ", - , - , $- ,0, $- ,16,17," $235,133.00 ",48," $224,734.00 "
32833,NORTHWEST HVAC/R ASSOCIATION & TRAINING,WA,41,41," $138,250.00 ",76," $132,320.00 ",38,38," $189,000.00 ",73," $185,834.00 ", - , - , $- ,0, $- , - , - , $- ,0, $- , - , - , $- ,0, $- 
